Datetime,Energy
2024-01-10 13:00:00,72.73
2024-01-10 14:00:00,67.12
2024-01-10 15:00:00,68.55
2024-01-10 16:00:00,62.68
2024-01-10 17:00:00,52.42
2024-01-10 18:00:00,58.07
2024-01-10 19:00:00,52.54
2024-01-10 20:00:00,65.6
2024-01-10 21:00:00,73.33
2024-01-10 22:00:00,73.02
2024-01-10 23:00:00,77.08
2024-01-11 00:00:00,81.97
2024-01-11 01:00:00,95.13
2024-01-11 02:00:00,87.93
2024-01-11 03:00:00,96.03
2024-01-11 04:00:00,106.34
2024-01-11 05:00:00,95.37
2024-01-11 06:00:00,99.79
2024-01-11 07:00:00,106.86
2024-01-11 08:00:00,98.02
2024-01-11 09:00:00,92.5
2024-01-11 10:00:00,93.87
2024-01-11 11:00:00,82.41
2024-01-11 12:00:00,87.57
2024-01-11 13:00:00,75.07
2024-01-11 14:00:00,60.59
2024-01-11 15:00:00,65.77
2024-01-11 16:00:00,66.15
2024-01-11 17:00:00,60.2
2024-01-11 18:00:00,65.28
2024-01-11 19:00:00,58.25
2024-01-11 20:00:00,62.72
2024-01-11 21:00:00,72.09
2024-01-11 22:00:00,73.85
2024-01-11 23:00:00,73.92
2024-01-12 00:00:00,79.98
2024-01-12 01:00:00,79.28
2024-01-12 02:00:00,90.72
2024-01-12 03:00:00,92.24
2024-01-12 04:00:00,96.99
2024-01-12 05:00:00,95.11
2024-01-12 06:00:00,106.64
2024-01-12 07:00:00,104.59
2024-01-12 08:00:00,94.83
2024-01-12 09:00:00,84.04
2024-01-12 10:00:00,84.32
2024-01-12 11:00:00,85.25
2024-01-12 12:00:00,86.9
2024-01-12 13:00:00,79.3
2024-01-12 14:00:00,69.22
2024-01-12 15:00:00,60.33
2024-01-12 16:00:00,64.98
2024-01-12 17:00:00,57.93
2024-01-12 18:00:00,59.6
2024-01-12 19:00:00,62.26
2024-01-12 20:00:00,59.56
2024-01-12 21:00:00,60.71
2024-01-12 22:00:00,82.63
2024-01-12 23:00:00,78.2
2024-01-13 00:00:00,88.41
2024-01-13 01:00:00,97.87
2024-01-13 02:00:00,98.47
2024-01-13 03:00:00,107.96
2024-01-13 04:00:00,102.63
2024-01-13 05:00:00,113.1
2024-01-13 06:00:00,111.17
2024-01-13 07:00:00,101.66
2024-01-13 08:00:00,108.57
2024-01-13 09:00:00,101.32
2024-01-13 10:00:00,96.35
2024-01-13 11:00:00,93.31
2024-01-13 12:00:00,87.77
2024-01-13 13:00:00,81.69
2024-01-13 14:00:00,85.05
2024-01-13 15:00:00,76.83
2024-01-13 16:00:00,73.05
2024-01-13 17:00:00,67.45
2024-01-13 18:00:00,69.95
2024-01-13 19:00:00,68.31
2024-01-13 20:00:00,68.63
2024-01-13 21:00:00,83.83
2024-01-13 22:00:00,82.59
2024-01-13 23:00:00,91.82
2024-01-14 00:00:00,89.39
2024-01-14 01:00:00,91.93
2024-01-14 02:00:00,99.79
2024-01-14 03:00:00,103.01
2024-01-14 04:00:00,106.43
2024-01-14 05:00:00,110.74
2024-01-14 06:00:00,104.99
2024-01-14 07:00:00,101.42
2024-01-14 08:00:00,115.07
2024-01-14 09:00:00,94.93
2024-01-14 10:00:00,94.17
2024-01-14 11:00:00,101.58
2024-01-14 12:00:00,87.39
2024-01-14 13:00:00,82.26
2024-01-14 14:00:00,75.03
2024-01-14 15:00:00,71.23
2024-01-14 16:00:00,63.83
2024-01-14 17:00:00,72.52
2024-01-14 18:00:00,69.46
2024-01-14 19:00:00,75.48
2024-01-14 20:00:00,70.14
2024-01-14 21:00:00,76.41
2024-01-14 22:00:00,71.13
2024-01-14 23:00:00,91.49
2024-01-15 00:00:00,77.86
2024-01-15 01:00:00,88.7
2024-01-15 02:00:00,93.76
2024-01-15 03:00:00,101.0
2024-01-15 04:00:00,99.9
2024-01-15 05:00:00,92.08
2024-01-15 06:00:00,98.77
2024-01-15 07:00:00,102.65
2024-01-15 08:00:00,94.79
2024-01-15 09:00:00,97.26
2024-01-15 10:00:00,89.52
2024-01-15 11:00:00,85.17
2024-01-15 12:00:00,74.56
2024-01-15 13:00:00,79.66
2024-01-15 14:00:00,61.33
2024-01-15 15:00:00,66.32
2024-01-15 16:00:00,64.14
2024-01-15 17:00:00,64.31
2024-01-15 18:00:00,62.09
2024-01-15 19:00:00,67.54
2024-01-15 20:00:00,63.09
2024-01-15 21:00:00,62.41
2024-01-15 22:00:00,71.4
2024-01-15 23:00:00,73.52
2024-01-16 00:00:00,80.86
2024-01-16 01:00:00,87.66
2024-01-16 02:00:00,83.28
2024-01-16 03:00:00,91.68
2024-01-16 04:00:00,99.06
2024-01-16 05:00:00,108.36
2024-01-16 06:00:00,89.92
2024-01-16 07:00:00,111.64
2024-01-16 08:00:00,87.11
2024-01-16 09:00:00,93.59
2024-01-16 10:00:00,86.4
2024-01-16 11:00:00,77.32
2024-01-16 12:00:00,72.51
2024-01-16 13:00:00,77.94
2024-01-16 14:00:00,80.26
2024-01-16 15:00:00,68.19
2024-01-16 16:00:00,64.35
2024-01-16 17:00:00,70.42
2024-01-16 18:00:00,62.7
2024-01-16 19:00:00,63.42
2024-01-16 20:00:00,68.03
2024-01-16 21:00:00,67.83
2024-01-16 22:00:00,67.38
2024-01-16 23:00:00,81.07
2024-01-17 00:00:00,85.71
2024-01-17 01:00:00,85.66
2024-01-17 02:00:00,92.31
2024-01-17 03:00:00,97.33
2024-01-17 04:00:00,91.51
2024-01-17 05:00:00,109.35
2024-01-17 06:00:00,103.9
2024-01-17 07:00:00,94.82
2024-01-17 08:00:00,99.34
2024-01-17 09:00:00,86.99
2024-01-17 10:00:00,92.34
2024-01-17 11:00:00,89.75
2024-01-17 12:00:00,83.15
2024-01-17 13:00:00,78.93
2024-01-17 14:00:00,75.52
2024-01-17 15:00:00,62.38
2024-01-17 16:00:00,67.39
2024-01-17 17:00:00,55.32
2024-01-17 18:00:00,63.75
2024-01-17 19:00:00,58.62
2024-01-17 20:00:00,62.85
2024-01-17 21:00:00,66.26
2024-01-17 22:00:00,64.15
2024-01-17 23:00:00,71.4
2024-01-18 00:00:00,83.33
2024-01-18 01:00:00,76.72
2024-01-18 02:00:00,88.39
2024-01-18 03:00:00,98.55
2024-01-18 04:00:00,90.08
2024-01-18 05:00:00,94.43
2024-01-18 06:00:00,103.3
2024-01-18 07:00:00,94.75
2024-01-18 08:00:00,103.99
2024-01-18 09:00:00,100.21
2024-01-18 10:00:00,87.67
2024-01-18 11:00:00,84.35
2024-01-18 12:00:00,75.74
2024-01-18 13:00:00,83.08
2024-01-18 14:00:00,69.73
2024-01-18 15:00:00,75.6
2024-01-18 16:00:00,59.08
2024-01-18 17:00:00,65.85
2024-01-18 18:00:00,54.61
2024-01-18 19:00:00,55.6
2024-01-18 20:00:00,65.77
2024-01-18 21:00:00,58.73
2024-01-18 22:00:00,73.69
2024-01-18 23:00:00,76.22
2024-01-19 00:00:00,82.63
2024-01-19 01:00:00,85.72
2024-01-19 02:00:00,86.77
2024-01-19 03:00:00,83.67
2024-01-19 04:00:00,103.38
2024-01-19 05:00:00,97.47
2024-01-19 06:00:00,93.25
2024-01-19 07:00:00,98.65
2024-01-19 08:00:00,96.98
2024-01-19 09:00:00,91.4
2024-01-19 10:00:00,80.82
2024-01-19 11:00:00,81.62
2024-01-19 12:00:00,75.11
2024-01-19 13:00:00,76.04
2024-01-19 14:00:00,72.32
2024-01-19 15:00:00,59.98
2024-01-19 16:00:00,60.22
2024-01-19 17:00:00,63.59
2024-01-19 18:00:00,53.68
2024-01-19 19:00:00,61.9
2024-01-19 20:00:00,59.87
2024-01-19 21:00:00,69.72
2024-01-19 22:00:00,74.8
2024-01-19 23:00:00,76.68
2024-01-20 00:00:00,91.29
2024-01-20 01:00:00,99.64
2024-01-20 02:00:00,105.81
2024-01-20 03:00:00,97.2
2024-01-20 04:00:00,116.53
2024-01-20 05:00:00,108.4
2024-01-20 06:00:00,107.03
2024-01-20 07:00:00,106.91
2024-01-20 08:00:00,111.15
2024-01-20 09:00:00,96.8
2024-01-20 10:00:00,104.79
2024-01-20 11:00:00,89.48
2024-01-20 12:00:00,98.32
2024-01-20 13:00:00,78.92
2024-01-20 14:00:00,82.81
2024-01-20 15:00:00,76.96
2024-01-20 16:00:00,70.45
2024-01-20 17:00:00,64.26
2024-01-20 18:00:00,66.27
2024-01-20 19:00:00,63.78
2024-01-20 20:00:00,69.05
2024-01-20 21:00:00,68.11
2024-01-20 22:00:00,69.22
2024-01-20 23:00:00,81.37
2024-01-21 00:00:00,96.88
2024-01-21 01:00:00,97.11
2024-01-21 02:00:00,111.05
2024-01-21 03:00:00,99.52
2024-01-21 04:00:00,106.97
2024-01-21 05:00:00,104.88
2024-01-21 06:00:00,113.21
2024-01-21 07:00:00,111.82
2024-01-21 08:00:00,110.65
2024-01-21 09:00:00,103.12
2024-01-21 10:00:00,99.37
2024-01-21 11:00:00,89.51
2024-01-21 12:00:00,97.99
2024-01-21 13:00:00,76.3
2024-01-21 14:00:00,82.66
2024-01-21 15:00:00,73.68
2024-01-21 16:00:00,72.3
2024-01-21 17:00:00,64.84
2024-01-21 18:00:00,68.29
2024-01-21 19:00:00,71.76
2024-01-21 20:00:00,70.45
2024-01-21 21:00:00,76.49
2024-01-21 22:00:00,84.35
2024-01-21 23:00:00,87.01
2024-01-22 00:00:00,77.41
2024-01-22 01:00:00,85.14
2024-01-22 02:00:00,85.6
2024-01-22 03:00:00,90.87
2024-01-22 04:00:00,96.62
2024-01-22 05:00:00,103.19
2024-01-22 06:00:00,99.58
2024-01-22 07:00:00,98.9
2024-01-22 08:00:00,97.47
2024-01-22 09:00:00,92.6
2024-01-22 10:00:00,90.19
2024-01-22 11:00:00,82.91
2024-01-22 12:00:00,85.07
2024-01-22 13:00:00,68.5
2024-01-22 14:00:00,76.44
2024-01-22 15:00:00,68.44
2024-01-22 16:00:00,57.27
2024-01-22 17:00:00,69.75
2024-01-22 18:00:00,64.17
2024-01-22 19:00:00,62.62
2024-01-22 20:00:00,55.97
2024-01-22 21:00:00,63.17
2024-01-22 22:00:00,76.6
2024-01-22 23:00:00,81.37
2024-01-23 00:00:00,83.83
2024-01-23 01:00:00,86.0
2024-01-23 02:00:00,90.67
2024-01-23 03:00:00,97.89
2024-01-23 04:00:00,98.14
2024-01-23 05:00:00,93.76
2024-01-23 06:00:00,102.41
2024-01-23 07:00:00,100.06
2024-01-23 08:00:00,98.62
2024-01-23 09:00:00,92.53
2024-01-23 10:00:00,95.76
2024-01-23 11:00:00,90.24
2024-01-23 12:00:00,85.94
2024-01-23 13:00:00,73.77
2024-01-23 14:00:00,69.27
2024-01-23 15:00:00,64.27
2024-01-23 16:00:00,60.83
2024-01-23 17:00:00,57.64
2024-01-23 18:00:00,64.67
2024-01-23 19:00:00,53.41
2024-01-23 20:00:00,62.75
2024-01-23 21:00:00,64.3
2024-01-23 22:00:00,77.05
2024-01-23 23:00:00,86.62
2024-01-24 00:00:00,83.07
2024-01-24 01:00:00,79.4
2024-01-24 02:00:00,87.44
2024-01-24 03:00:00,97.05
2024-01-24 04:00:00,107.53
2024-01-24 05:00:00,103.48
2024-01-24 06:00:00,112.96
2024-01-24 07:00:00,98.62
2024-01-24 08:00:00,96.84
2024-01-24 09:00:00,94.03
2024-01-24 10:00:00,88.57
2024-01-24 11:00:00,89.04
2024-01-24 12:00:00,79.54
2024-01-24 13:00:00,79.71
2024-01-24 14:00:00,67.77
2024-01-24 15:00:00,66.32
2024-01-24 16:00:00,68.53
2024-01-24 17:00:00,64.14
2024-01-24 18:00:00,61.77
2024-01-24 19:00:00,64.19
2024-01-24 20:00:00,65.17
2024-01-24 21:00:00,66.8
2024-01-24 22:00:00,73.09
2024-01-24 23:00:00,70.76
2024-01-25 00:00:00,82.02
2024-01-25 01:00:00,96.58
2024-01-25 02:00:00,91.11
2024-01-25 03:00:00,82.93
2024-01-25 04:00:00,93.32
2024-01-25 05:00:00,99.74
2024-01-25 06:00:00,103.37
2024-01-25 07:00:00,99.56
2024-01-25 08:00:00,100.82
2024-01-25 09:00:00,88.43
2024-01-25 10:00:00,94.73
2024-01-25 11:00:00,88.4
2024-01-25 12:00:00,73.54
2024-01-25 13:00:00,84.38
2024-01-25 14:00:00,77.78
2024-01-25 15:00:00,67.57
2024-01-25 16:00:00,73.09
2024-01-25 17:00:00,57.53
2024-01-25 18:00:00,59.69
2024-01-25 19:00:00,60.5
2024-01-25 20:00:00,63.57
2024-01-25 21:00:00,66.28
2024-01-25 22:00:00,68.74
2024-01-25 23:00:00,78.14
2024-01-26 00:00:00,84.24
2024-01-26 01:00:00,87.88
2024-01-26 02:00:00,84.63
2024-01-26 03:00:00,92.36
2024-01-26 04:00:00,104.55
2024-01-26 05:00:00,99.54
2024-01-26 06:00:00,97.06
2024-01-26 07:00:00,101.18
2024-01-26 08:00:00,92.92
2024-01-26 09:00:00,88.42
2024-01-26 10:00:00,90.59
2024-01-26 11:00:00,89.78
2024-01-26 12:00:00,72.83
2024-01-26 13:00:00,77.64
2024-01-26 14:00:00,77.3
2024-01-26 15:00:00,66.25
2024-01-26 16:00:00,58.83
2024-01-26 17:00:00,58.81
2024-01-26 18:00:00,62.79
2024-01-26 19:00:00,57.43
2024-01-26 20:00:00,69.04
2024-01-26 21:00:00,76.25
2024-01-26 22:00:00,61.06
2024-01-26 23:00:00,76.16
2024-01-27 00:00:00,91.88
2024-01-27 01:00:00,96.64
2024-01-27 02:00:00,106.82
2024-01-27 03:00:00,105.31
2024-01-27 04:00:00,91.99
2024-01-27 05:00:00,113.84
2024-01-27 06:00:00,108.15
2024-01-27 07:00:00,116.4
2024-01-27 08:00:00,111.87
2024-01-27 09:00:00,100.55
2024-01-27 10:00:00,98.84
2024-01-27 11:00:00,102.13
2024-01-27 12:00:00,93.98
2024-01-27 13:00:00,78.61
2024-01-27 14:00:00,71.05
2024-01-27 15:00:00,71.96
2024-01-27 16:00:00,59.92
2024-01-27 17:00:00,72.59
2024-01-27 18:00:00,75.1
2024-01-27 19:00:00,73.92
2024-01-27 20:00:00,74.11
2024-01-27 21:00:00,72.89
2024-01-27 22:00:00,82.36
2024-01-27 23:00:00,87.49
2024-01-28 00:00:00,83.72
2024-01-28 01:00:00,87.68
2024-01-28 02:00:00,102.13
2024-01-28 03:00:00,101.96
2024-01-28 04:00:00,113.85
2024-01-28 05:00:00,111.49
2024-01-28 06:00:00,111.03
2024-01-28 07:00:00,101.21
2024-01-28 08:00:00,93.41
2024-01-28 09:00:00,102.98
2024-01-28 10:00:00,90.64
2024-01-28 11:00:00,94.9
2024-01-28 12:00:00,91.72
2024-01-28 13:00:00,89.64
2024-01-28 14:00:00,75.08
2024-01-28 15:00:00,66.05
2024-01-28 16:00:00,83.35
2024-01-28 17:00:00,73.62
2024-01-28 18:00:00,65.19
2024-01-28 19:00:00,61.08
2024-01-28 20:00:00,74.64
2024-01-28 21:00:00,83.49
2024-01-28 22:00:00,75.76
2024-01-28 23:00:00,85.98
2024-01-29 00:00:00,87.25
2024-01-29 01:00:00,89.2
2024-01-29 02:00:00,88.09
2024-01-29 03:00:00,99.23
2024-01-29 04:00:00,100.28
2024-01-29 05:00:00,100.08
2024-01-29 06:00:00,103.56
2024-01-29 07:00:00,98.32
2024-01-29 08:00:00,94.02
2024-01-29 09:00:00,92.79
2024-01-29 10:00:00,94.52
2024-01-29 11:00:00,84.77
2024-01-29 12:00:00,75.16
2024-01-29 13:00:00,69.18
2024-01-29 14:00:00,66.73
2024-01-29 15:00:00,70.29
2024-01-29 16:00:00,61.14
2024-01-29 17:00:00,54.6
2024-01-29 18:00:00,51.79
2024-01-29 19:00:00,58.64
2024-01-29 20:00:00,60.39
2024-01-29 21:00:00,75.97
2024-01-29 22:00:00,73.93
2024-01-29 23:00:00,75.16
2024-01-30 00:00:00,81.77
2024-01-30 01:00:00,83.83
2024-01-30 02:00:00,82.17
2024-01-30 03:00:00,93.43
2024-01-30 04:00:00,95.11
2024-01-30 05:00:00,97.81
2024-01-30 06:00:00,94.74
2024-01-30 07:00:00,90.61
2024-01-30 08:00:00,100.01
2024-01-30 09:00:00,100.13
2024-01-30 10:00:00,92.94
2024-01-30 11:00:00,80.25
2024-01-30 12:00:00,78.45
2024-01-30 13:00:00,76.21
2024-01-30 14:00:00,74.22
2024-01-30 15:00:00,67.64
2024-01-30 16:00:00,59.64
2024-01-30 17:00:00,63.91
2024-01-30 18:00:00,57.65
2024-01-30 19:00:00,64.4
2024-01-30 20:00:00,66.64
2024-01-30 21:00:00,66.46
2024-01-30 22:00:00,68.62
2024-01-30 23:00:00,79.43
2024-01-31 00:00:00,77.96
2024-01-31 01:00:00,85.65
2024-01-31 02:00:00,95.04
2024-01-31 03:00:00,84.23
2024-01-31 04:00:00,96.06
2024-01-31 05:00:00,104.08
2024-01-31 06:00:00,99.75
2024-01-31 07:00:00,106.84
2024-01-31 08:00:00,103.14
2024-01-31 09:00:00,98.59
2024-01-31 10:00:00,87.37
2024-01-31 11:00:00,81.33
2024-01-31 12:00:00,77.61
2024-01-31 13:00:00,85.54
2024-01-31 14:00:00,68.71
2024-01-31 15:00:00,67.7
2024-01-31 16:00:00,55.29
2024-01-31 17:00:00,54.8
2024-01-31 18:00:00,58.04
2024-01-31 19:00:00,63.16
2024-01-31 20:00:00,64.85
2024-01-31 21:00:00,65.98
2024-01-31 22:00:00,69.06
2024-01-31 23:00:00,67.34
2024-02-01 00:00:00,75.2
2024-02-01 01:00:00,80.57
2024-02-01 02:00:00,93.3
2024-02-01 03:00:00,89.09
2024-02-01 04:00:00,102.59
2024-02-01 05:00:00,101.86
2024-02-01 06:00:00,95.45
2024-02-01 07:00:00,96.11
2024-02-01 08:00:00,99.94
2024-02-01 09:00:00,96.36
2024-02-01 10:00:00,88.38
2024-02-01 11:00:00,78.52
2024-02-01 12:00:00,82.44
2024-02-01 13:00:00,72.74
2024-02-01 14:00:00,65.3
2024-02-01 15:00:00,66.66
2024-02-01 16:00:00,56.66
2024-02-01 17:00:00,70.02
2024-02-01 18:00:00,65.15
2024-02-01 19:00:00,61.71
2024-02-01 20:00:00,71.1
2024-02-01 21:00:00,67.01
2024-02-01 22:00:00,72.22
2024-02-01 23:00:00,73.21
2024-02-02 00:00:00,76.06
2024-02-02 01:00:00,77.79
2024-02-02 02:00:00,86.39
2024-02-02 03:00:00,89.9
2024-02-02 04:00:00,91.9
2024-02-02 05:00:00,97.36
2024-02-02 06:00:00,89.97
2024-02-02 07:00:00,101.94
2024-02-02 08:00:00,100.01
2024-02-02 09:00:00,100.95
2024-02-02 10:00:00,93.89
2024-02-02 11:00:00,96.73
2024-02-02 12:00:00,76.47
2024-02-02 13:00:00,70.19
2024-02-02 14:00:00,78.06
2024-02-02 15:00:00,56.79
2024-02-02 16:00:00,55.64
2024-02-02 17:00:00,61.27
2024-02-02 18:00:00,65.66
2024-02-02 19:00:00,47.36
2024-02-02 20:00:00,64.58
2024-02-02 21:00:00,70.39
2024-02-02 22:00:00,64.67
2024-02-02 23:00:00,82.95
2024-02-03 00:00:00,93.19
2024-02-03 01:00:00,101.82
2024-02-03 02:00:00,104.7
2024-02-03 03:00:00,107.58
2024-02-03 04:00:00,110.32
2024-02-03 05:00:00,97.24
2024-02-03 06:00:00,110.37
2024-02-03 07:00:00,107.67
2024-02-03 08:00:00,112.4
2024-02-03 09:00:00,98.73
2024-02-03 10:00:00,103.3
2024-02-03 11:00:00,91.12
2024-02-03 12:00:00,86.74
2024-02-03 13:00:00,87.05
2024-02-03 14:00:00,75.0
2024-02-03 15:00:00,75.03
2024-02-03 16:00:00,80.12
2024-02-03 17:00:00,73.76
2024-02-03 18:00:00,73.0
2024-02-03 19:00:00,70.26
2024-02-03 20:00:00,70.2
2024-02-03 21:00:00,78.49
2024-02-03 22:00:00,79.78
2024-02-03 23:00:00,84.86
2024-02-04 00:00:00,98.37
2024-02-04 01:00:00,91.4
2024-02-04 02:00:00,96.17
2024-02-04 03:00:00,109.86
2024-02-04 04:00:00,114.71
2024-02-04 05:00:00,103.69
